,User_ID,Game_id,Game_name,Rating
37832,60611062,65800,Dungeon Defenders,1.5305801582726288
7161,298950,207610,The Walking Dead,1.9374599288919967
39479,14465359,570,Dota 2,1.1107304729034109
7166,8585433,207610,The Walking Dead,1.748848866351926
8740,11794760,72850,The Elder Scrolls V Skyrim,1.0001241372111145
29305,81943620,219150,Hotline Miami,1.5133153222693956
55968,48798067,33930,Arma 2 Operation Arrowhead,1.3580420161952589
12630,60611062,40800,Super Meat Boy,2.3536289433046558
6948,49893565,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.2768029991088707
42195,72842694,570,Dota 2,1.0013694826220385
20770,69009454,400,Portal,1.0516909059050308
22132,55426012,218620,PAYDAY 2,2.4289530840530644
32713,46028967,12210,Grand Theft Auto IV The Complete Edition,1.0509570450035213
35093,71390526,220240,Far Cry 3,2.24822695035461
7117,50818751,207610,The Walking Dead,4.123389870023897
51470,49893565,10180,Call of Duty Modern Warfare 2,1.6019354214507566
27411,82046939,500,Left 4 Dead,1.0116860471829958
32369,155919035,12120,Grand Theft Auto San Andreas,1.7043481804474458
37831,44314169,65800,Dungeon Defenders,1.5913736177349214
37870,48798067,65800,Dungeon Defenders,1.0786122320633114
28536,83770731,8190,Just Cause 2,1.1617353579175709
382,60608576,200510,XCOM Enemy Unknown,1.1867959096165577
35851,15196746,377160,Fallout 4,3.235775077117479
53447,24469287,49520,Borderlands 2,1.3634919864654402
22388,298950,218620,PAYDAY 2,1.0221272777330244
31106,36404933,220,HalfLife 2,2.394174119193484
35914,42657809,377160,Fallout 4,1.60162782918943
54366,80779496,7670,BioShock,1.195372750642672
50795,36546868,204360,Castle Crashers,1.2054248105305132
13275,99264709,211820,Starbound,2.7147481598520176
1643,11403772,230410,Warframe,1.171082859949918
24372,116876958,17410,Mirrors Edge,2.3715785526809143
28540,33282871,8190,Just Cause 2,1.1488937093275489
33490,81585721,4000,Garrys Mod,1.6832980394286223
43303,124437057,219740,Dont Starve,1.1298752058963115
48352,187463594,730,CounterStrike Global Offensive,1.0111261337738455
15077,34901647,8930,Sid Meiers Civilization V,1.897175252175637
57036,83770731,630,Alien Swarm,1.6740199335548165
27244,51822361,500,Left 4 Dead,3.7852053718865113
32187,11940338,271590,Grand Theft Auto V,1.4128990665034609
31221,127272741,220,HalfLife 2,1.2478698683191314
50730,65398650,204360,Castle Crashers,2.3909054646988435
26969,171067153,550,Left 4 Dead 2,1.0703997714061164
33988,975449,4000,Garrys Mod,1.0003459003766555
55141,69009454,107100,Bastion,1.215984046632922
31150,35701646,220,HalfLife 2,1.8094265662042572
33383,198735293,4000,Garrys Mod,2.827826076464095
23794,40212239,4920,Natural Selection 2,1.0172876065468786
363,80128229,200510,XCOM Enemy Unknown,1.373747742363014
35865,65145468,377160,Fallout 4,2.765265544282157
50515,77194239,219640,Chivalry Medieval Warfare,1.0007062859449103
54410,20772968,7670,BioShock,1.0323172970987864
20097,69954842,620,Portal 2,2.1170218600212776
5635,76892907,200710,Torchlight II,3.899577765202629
52552,134322141,42700,Call of Duty Black Ops,1.0312837468185765
29329,40212239,219150,Hotline Miami,1.1042068699343903
24824,30440303,286690,Metro 2033 Redux,1.427613498955699
19827,28472068,233450,Prison Architect,1.0347230154197593
20156,11403772,620,Portal 2,1.69912581851685
55994,26729643,33930,Arma 2 Operation Arrowhead,1.1379195642456947
9944,46028967,440,Team Fortress 2,1.9937808517486548
44801,61189155,221100,DayZ,2.1156856374966773
20442,65958466,400,Portal,3.788154897494305
29314,30440303,219150,Hotline Miami,1.297954457738327
1592,91859894,230410,Warframe,1.3508232808610292
26783,38049880,550,Left 4 Dead 2,1.2714909500040164
43500,159800136,205100,Dishonored,3.5025684329040883
16879,21061921,206420,Saints Row IV,1.978540772532189
7221,45617627,207610,The Walking Dead,1.0025645509121637
27240,10450544,500,Left 4 Dead,5.0
46864,132300630,240,CounterStrike Source,1.0105417093848068
35811,11373749,22380,Fallout New Vegas,1.000512374518808
15243,33013552,8930,Sid Meiers Civilization V,1.1941990336731712
50837,102825821,204360,Castle Crashers,1.0127642600717972
54357,62990992,7670,BioShock,1.275064267352184
37866,36404933,65800,Dungeon Defenders,1.0970599025208343
35884,31669242,377160,Fallout 4,2.247556397963355
29307,53875128,219150,Hotline Miami,1.4569664222308003
53476,103731895,49520,Borderlands 2,1.2426162105885386
417,12610800,200510,XCOM Enemy Unknown,1.0223489819518958
48139,57603447,730,CounterStrike Global Offensive,1.0502596882749229
56591,975449,57300,Amnesia The Dark Descent,4.568169946021243
6063,61189155,203160,Tomb Raider,1.6121282542474047
9037,32126281,113200,The Binding of Isaac,1.430186328575878
32581,35701646,12210,Grand Theft Auto IV The Complete Edition,2.704799095235048
22112,148362155,218620,PAYDAY 2,2.857834789790861
43494,15196746,205100,Dishonored,3.871296882696503
32354,82352462,12120,Grand Theft Auto San Andreas,2.137617669831693
12671,27279261,40800,Super Meat Boy,1.315023163467902
9311,71510748,105600,Terraria,2.4872962559846146
47415,86481908,730,CounterStrike Global Offensive,2.7947873976520863
50840,9128105,204360,Castle Crashers,1.0095731950538478
37837,51085779,65800,Dungeon Defenders,1.4257638488548832
51403,59925638,10180,Call of Duty Modern Warfare 2,2.1836280957956604
19983,93275329,620,Portal 2,3.7715391955775406
7216,9128105,207610,The Walking Dead,1.009325639680596
9930,103731895,440,Team Fortress 2,2.071628166217833
38272,48984158,570,Dota 2,3.9096416506890286
35179,80189887,220240,Far Cry 3,1.0579984239558735
371,77194239,200510,XCOM Enemy Unknown,1.2692792453320505
9060,60296891,113200,The Binding of Isaac,1.2098898884227125
6889,30246419,20920,The Witcher 2 Assassins of Kings Enhanced Edition,3.1317026703131243
7195,975449,207610,The Walking Dead,1.1175030599755198
50443,150033540,219640,Chivalry Medieval Warfare,1.1117949752799907
9108,24469287,113200,The Binding of Isaac,1.0308532273135331
26577,48798067,550,Left 4 Dead 2,1.91529227572946
36277,65958466,212680,FTL Faster Than Light,1.9268503324984887
7031,129117376,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.0051624005162392
29546,298950,203140,Hitman Absolution,2.026340808679605
33793,298950,4000,Garrys Mod,1.0431812377200278
54089,36404933,8870,BioShock Infinite,2.039603155241117
9551,21061921,105600,Terraria,1.0363784480398532
28493,49893565,8190,Just Cause 2,1.5961532899493855
38872,187463594,570,Dota 2,1.5130552114192235
28911,117531196,222880,Insurgency,1.0529972810841142
1695,45617627,230410,Warframe,1.0917760557866054
20644,86481908,400,Portal,1.472752759768698
33635,105877396,4000,Garrys Mod,1.214884575859776
39820,80779496,570,Dota 2,1.0559878396788496
29530,88035166,203140,Hitman Absolution,2.5927520832168227
412,45617627,200510,XCOM Enemy Unknown,1.03633008926599
46794,26729643,240,CounterStrike Source,1.024634792428872
24416,9823354,17410,Mirrors Edge,1.2309711286089229
51885,87734805,10180,Call of Duty Modern Warfare 2,1.0003949033770176
1923,44314169,230410,Warframe,1.0002807059014729
32190,172518437,271590,Grand Theft Auto V,1.397217370092391
32503,8259307,12120,Grand Theft Auto San Andreas,1.022494804189246
35575,50818751,22380,Fallout New Vegas,1.1487504129334156
15261,24632218,8930,Sid Meiers Civilization V,1.1641052560926366
22183,187463594,218620,PAYDAY 2,1.7887915651225157
12623,38049880,40800,Super Meat Boy,2.741892786234282
24393,60296891,17410,Mirrors Edge,1.5961754780652408
15382,73835640,8930,Sid Meiers Civilization V,1.0347981843554417
54295,33865373,7670,BioShock,3.736687477047374
35363,19696244,22380,Fallout New Vegas,2.400103823257758
35864,71527252,377160,Fallout 4,2.765265544282157
10756,61676491,440,Team Fortress 2,1.0613634911065717
20494,59925638,400,Portal,2.788154897494304
7425,36546868,221910,The Stanley Parable,1.0606660072535457
25531,53091150,42910,Magicka,1.1425650014607078
50402,19085114,219640,Chivalry Medieval Warfare,1.3347795378871958
20620,11794760,400,Portal,1.602418083055893
35083,53875128,220240,Far Cry 3,2.491725768321513
42760,19085114,570,Dota 2,1.0003475658067795
24450,66255019,17410,Mirrors Edge,1.0404949381327322
12710,78309377,40800,Super Meat Boy,1.0432384734171616
35347,13565651,22380,Fallout New Vegas,2.608020009573313
29593,51557405,203140,Hitman Absolution,1.1865667468262413
47256,43684632,730,CounterStrike Global Offensive,4.892431676144989
1569,63157803,230410,Warframe,1.568148744579791
15326,83770731,8930,Sid Meiers Civilization V,1.081036812784446
9045,117531196,113200,The Binding of Isaac,1.336087649548377
13333,47457723,211820,Starbound,1.2015491926471165
22797,11403772,201790,Orcs Must Die 2,1.1065867266217002
19772,43955374,233450,Prison Architect,2.374452693698838
56111,159800136,33930,Arma 2 Operation Arrowhead,1.001580025155662
28123,119619506,1250,Killing Floor,1.1179278187759314
28473,80189887,8190,Just Cause 2,2.103109182935648
24902,39622853,286690,Metro 2033 Redux,1.0340771682972427
20514,60611062,400,Portal,2.492027334851935
28589,38049880,8190,Just Cause 2,1.023369486623284
32666,77194239,12210,Grand Theft Auto IV The Complete Edition,1.204681731856689
25497,26729643,42910,Magicka,1.3906904275002443
25582,46028967,42910,Magicka,1.0070113935144618
47571,49228258,730,CounterStrike Global Offensive,1.8826377537552883
43345,43360645,219740,Dont Starve,1.0158575057930168
6019,11373749,203160,Tomb Raider,2.3830355180102414
36335,55906572,212680,FTL Faster Than Light,1.0642542533897583
50808,62990992,204360,Castle Crashers,1.1148783406461895
8113,138941587,72850,The Elder Scrolls V Skyrim,3.547594629937099
27354,55906572,500,Left 4 Dead,1.1028649291562282
20680,124725852,400,Portal,1.3040126160854983
9314,49893565,105600,Terraria,2.418251991533062
55916,113752996,33930,Arma 2 Operation Arrowhead,3.481512666188501
27291,148362155,500,Left 4 Dead,1.5195902954999494
23775,33282871,4920,Natural Selection 2,1.062587538516948
41267,36546868,570,Dota 2,1.006861266846815
53581,105503045,49520,Borderlands 2,1.0301042443278794
29577,45617627,203140,Hitman Absolution,1.3603825289413352
12010,17530772,440,Team Fortress 2,1.000506698496516
22219,77214425,218620,PAYDAY 2,1.518369719279283
12616,138941587,40800,Super Meat Boy,3.3295830575777634
6046,38049880,203160,Tomb Raider,1.8584618283453227
22179,34919318,218620,PAYDAY 2,1.8169350151423995
7424,2259650,221910,The Stanley Parable,1.0764919221892528
24351,116564064,17410,Mirrors Edge,4.460067491563555
14478,156565178,63380,Sniper Elite V2,1.2990573193195365
20041,51557405,620,Portal 2,2.658465959570477
31135,65958466,220,HalfLife 2,1.975705936201675
32506,81170946,12120,Grand Theft Auto San Andreas,1.022494804189246
54192,28472068,8870,BioShock Infinite,1.0369737876446847
43357,71510748,219740,Dont Starve,1.0067003545604298
31259,12610800,220,HalfLife 2,1.1162359458254092
366,124437057,200510,XCOM Enemy Unknown,1.3243720845623097
10677,12610800,440,Team Fortress 2,1.077232366748366
28932,30440303,222880,Insurgency,1.0134651072461267
26630,118852041,550,Left 4 Dead 2,1.6888414635961229
31154,73495968,220,HalfLife 2,1.7545947468488126
20376,73495968,620,Portal 2,1.0132059536475395
9493,34919318,105600,Terraria,1.1145440340814252
16792,36546868,55230,Saints Row The Third,1.0549847600976985
54119,150033540,8870,BioShock Infinite,1.5952671383264223
54133,81439192,8870,BioShock Infinite,1.4439023067956969
25469,166669789,42910,Magicka,1.8115687992988607
29304,154230723,219150,Hotline Miami,1.6036279428791982
56961,48798067,630,Alien Swarm,3.3585382059800666
35718,129117376,22490,Fallout New Vegas,1.0148318939654444
54194,47457723,8870,BioShock Infinite,1.0369737876446847
27406,49228258,500,Left 4 Dead,1.0174135959999575
1651,24469287,230410,Warframe,1.1548019176645288
9307,81585721,105600,Terraria,2.5405818682015764
24858,116564064,286690,Metro 2033 Redux,1.162690997031989
16720,31669242,55230,Saints Row The Third,1.6783875981510286
43250,49893565,219740,Dont Starve,1.6385437896088666
48177,24632218,730,CounterStrike Global Offensive,1.0390034315286645
43325,171067153,219740,Dont Starve,1.0472374996510243
21894,49228258,24240,PAYDAY The Heist,3.124174372523117
33479,54637394,4000,Garrys Mod,1.7465254106058716
35196,9128105,220240,Far Cry 3,1.0199369582348328
24438,31669242,17410,Mirrors Edge,1.1132358455193097
7013,81160212,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.0168392588267832
8258,43955374,72850,The Elder Scrolls V Skyrim,1.9184630120483628
57161,51557405,630,Alien Swarm,1.0600664451827333
408,22301321,200510,XCOM Enemy Unknown,1.0453216564233814
25548,111754806,42910,Magicka,1.0743986756256714
20112,132300630,620,Portal 2,1.991060753967817
8269,26729643,72850,The Elder Scrolls V Skyrim,1.8493411558585
8105,90272527,72850,The Elder Scrolls V Skyrim,3.715405568964568
5735,65398650,200710,Torchlight II,1.2754537935837718
27400,64787956,500,Left 4 Dead,1.0215706878832358
7150,31669242,207610,The Walking Dead,2.3139826309960942
8360,81170946,72850,The Elder Scrolls V Skyrim,1.4328043865576343
43559,71510748,205100,Dishonored,1.489198508197875
51398,32126281,10180,Call of Duty Modern Warfare 2,2.248234288275515
20632,40212239,400,Portal,1.5495006132819298
416,60611062,200510,XCOM Enemy Unknown,1.0244279570171888
10396,83770731,440,Team Fortress 2,1.1832705430253228
53453,117531196,49520,Borderlands 2,1.3266116402489847
51583,60608576,10180,Call of Duty Modern Warfare 2,1.2300944016522752
15412,48984158,8930,Sid Meiers Civilization V,1.020184068931179
43492,24632218,205100,Dishonored,4.0725494335374
43296,105877396,219740,Dont Starve,1.167173846282699
43246,45974860,219740,Dont Starve,1.7157095396298052
32388,93275329,12120,Grand Theft Auto San Andreas,1.3670891234361575
50347,119619506,219640,Chivalry Medieval Warfare,2.338310967611745
8426,134322141,72850,The Elder Scrolls V Skyrim,1.2361033329430562
35358,39037163,22490,Fallout New Vegas,2.475341976282454
20291,150033540,620,Portal 2,1.1403955205054226
37893,12610800,65800,Dungeon Defenders,1.015617630103247
7155,12610800,207610,The Walking Dead,2.1006586233024414
3818,55906572,304930,Unturned,1.0067344250888528
13355,88525821,211820,Starbound,1.051948051948052
14571,57603447,63380,Sniper Elite V2,1.000650124607218
24418,82046939,17410,Mirrors Edge,1.2309711286089229
24436,36557643,17410,Mirrors Edge,1.1132358455193097
35526,55426012,22490,Fallout New Vegas,1.2944535458339277
38974,71527252,570,Dota 2,1.384643295820262
14465,31187179,63380,Sniper Elite V2,1.4262650341315428
44814,30440303,221100,DayZ,1.8372761550350964
35657,156675178,22380,Fallout New Vegas,1.0416641385029268
44914,26729643,221100,DayZ,1.0839953926577863
9451,150033540,105600,Terraria,1.231678897428536
16874,24469287,206420,Saints Row IV,2.1798673429574715
42419,9128105,570,Dota 2,1.000821445095509
31335,31669242,220,HalfLife 2,1.0136140647372236
22302,113752996,218620,PAYDAY 2,1.1591736430472408
20510,64973908,400,Portal,2.5426669002978777
24772,49228258,286690,Metro 2033 Redux,2.4545454545454546
26825,48028873,550,Left 4 Dead 2,1.2068893671104577
20648,82046939,400,Portal,1.4473453653408015
27361,13190476,500,Left 4 Dead,1.087437499278285
32093,19696244,271590,Grand Theft Auto V,2.7690173239185083
51816,13565651,10180,Call of Duty Modern Warfare 2,1.0067844400171393
1620,60611062,230410,Warframe,1.2299720032798285
52584,78309377,42700,Call of Duty Black Ops,1.0137389691015866
47918,39622853,730,CounterStrike Global Offensive,1.164197841445775
8247,17530772,72850,The Elder Scrolls V Skyrim,1.992155374647513
48486,21061921,730,CounterStrike Global Offensive,1.002345931302501
23782,34901647,4920,Natural Selection 2,1.0435391572291803
29351,8259307,219150,Hotline Miami,1.0030876109610216
26597,67579257,550,Left 4 Dead 2,1.810639140153643
19784,65145468,233450,Prison Architect,1.859699219493622
37903,35701646,65800,Dungeon Defenders,1.0032493055919525
2955,99264709,304930,Unturned,2.7142715141273857
22783,24469287,201790,Orcs Must Die 2,1.2741277375301854
